,glom_sizes,glom_diameters,glom_distance_to_closest_glom,glom_shape_circularity,glom_shape_eccentricity,glom_shape_elongation,glom_shape_solidity,glom_tuft_sizes,glom_tuft_shape_circularity,glom_tuft_shape_eccentricity,glom_tuft_shape_elongation,glom_tuft_shape_solidity,glom_bowman_sizes,glom_tufttocapsule_ratio
st11984,24703.28,155.36,218.93,0.55,0.37,0.07,0.95,18711.3,0.4,0.46,0.11,0.93,5991.98,0.757441926740093
st11985,22972.72,127.94,75.54,0.44,0.6,0.2,0.93,10530.17,0.26,0.77,0.36,0.83,12442.55,0.458377153423713
st11986,23230.28,144.6,75.54,0.75,0.68,0.27,0.97,14194.83,0.22,0.69,0.28,0.82,9035.44,0.611048596917471
st11987,40073.54,156.9,46.56,0.62,0.83,0.44,0.94,25315.16,0.41,0.82,0.43,0.9,14758.38,0.631717587215904
st11988,36759.79,184.38,46.56,0.64,0.61,0.21,0.96,23465.66,0.26,0.6,0.2,0.88,13294.13,0.638351307229992
st11989,7157.06,63.96,447.3,0.5,0.86,0.49,0.94,3642.6,0.28,0.88,0.53,0.82,3514.45,0.508951999843511
st11990,20481.44,132.68,257.97,0.73,0.67,0.26,0.97,9713.95,0.17,0.57,0.18,0.75,10767.48,0.474280616987868
st11991,48184.63,222.52,257.97,0.68,0.52,0.15,0.97,28666.21,0.43,0.57,0.18,0.92,19518.42,0.594924356584247
st11992,17013.49,113.18,260.67,0.67,0.72,0.3,0.96,11009.46,0.22,0.74,0.33,0.86,6004.03,0.647101799807094
st11993,33169.72,175.71,719.26,0.67,0.55,0.16,0.97,21668.46,0.31,0.65,0.24,0.87,11501.26,0.653260262673306
st11994,31311.8,186.44,204.84,0.78,0.39,0.08,0.98,19074.61,0.54,0.44,0.1,0.94,12237.19,0.609182800094533
st11995,28286.3,167.01,204.84,0.75,0.57,0.18,0.98,17238.98,0.36,0.47,0.12,0.93,11047.32,0.609446269041904
st11996,11318.64,104.59,213.22,0.56,0.25,0.03,0.96,7283.16,0.31,0.38,0.08,0.86,4035.47,0.643465999448697
st11997,23686.26,154.09,213.22,0.57,0.37,0.07,0.97,19200.26,0.44,0.21,0.02,0.94,4486,0.810607499875455
st11998,25274.45,139.83,66.6,0.7,0.74,0.32,0.95,18901.54,0.35,0.74,0.33,0.88,6372.91,0.747851684210735
st11999,26985.23,148.03,66.6,0.62,0.66,0.25,0.93,11803.04,0.15,0.75,0.34,0.76,15182.18,0.437388897556182
st12000,37333.57,153.62,53.95,0.66,0.82,0.43,0.96,23229.25,0.35,0.83,0.45,0.88,14104.32,0.622208109216451
st12001,38279.08,182.76,53.95,0.46,0.29,0.04,0.94,24013.97,0.35,0.46,0.11,0.88,14265.11,0.627339267296915
st12002,9229.89,77.21,434.67,0.48,0.87,0.5,0.94,4176.25,0.19,0.9,0.57,0.69,5053.64,0.452470181118085
st12003,22882.21,137.35,251.5,0.67,0.72,0.31,0.97,13043.85,0.39,0.61,0.21,0.88,9838.35,0.57004327816238
st12004,46897.2,195.98,251.5,0.57,0.54,0.16,0.96,29028.72,0.23,0.58,0.19,0.87,17868.48,0.618986208131829
st12005,7593.48,81.37,405.65,0.53,0.7,0.29,0.93,2555.65,0.22,0.69,0.27,0.79,5037.83,0.336558468580941
st12006,33145.04,173.53,826.74,0.7,0.52,0.15,0.97,22298.19,0.31,0.63,0.22,0.87,10846.85,0.672745907079913
st12007,2459.56,31.73,528.01,0.1,0.79,0.39,0.73,491.34,0.25,0.71,0.29,0.88,1968.22,0.199767438078355
st12008,28668.14,177.4,185.64,0.63,0.42,0.09,0.98,18037.46,0.61,0.48,0.13,0.94,10630.69,0.629181383933523
st12009,26277.27,166,185.64,0.8,0.45,0.11,0.98,16679.3,0.43,0.39,0.08,0.93,9597.97,0.634742497983999
st12010,9490.06,94.28,213.71,0.66,0.41,0.09,0.94,4701.02,0.22,0.6,0.2,0.76,4789.03,0.495362516148475
st12011,23301.46,149.5,213.71,0.61,0.4,0.08,0.95,18422.71,0.42,0.41,0.09,0.91,4878.75,0.790624707636346
st12012,23530.13,138.89,67.19,0.69,0.69,0.28,0.96,15710.37,0.31,0.71,0.29,0.87,7819.76,0.667670344362738
st12013,24679.18,150.94,67.19,0.52,0.57,0.18,0.94,11692.63,0.21,0.77,0.36,0.82,12986.54,0.473785190593853
st12014,36693.15,151.66,60.51,0.65,0.81,0.42,0.96,23531.72,0.39,0.83,0.44,0.9,13161.43,0.641310980387347
st12015,35450.87,182.7,60.51,0.43,0.4,0.09,0.94,23328.18,0.48,0.51,0.14,0.92,12122.69,0.658042524767375
st12016,8139.97,75.58,438.78,0.5,0.81,0.41,0.9,3408.25,0.23,0.87,0.5,0.72,4731.72,0.4187054743445
st12017,20322.92,131.37,249.44,0.75,0.69,0.28,0.97,11067.22,0.18,0.6,0.2,0.82,9255.7,0.544568398635629
st12018,44739.66,214.81,249.44,0.52,0.51,0.14,0.96,27575.61,0.29,0.58,0.19,0.9,17164.04,0.616357164985161
st12019,13702.69,101.86,386.44,0.72,0.74,0.33,0.96,8003.52,0.29,0.83,0.44,0.84,5699.17,0.584083855067874
st12020,25230.1,141.82,13.96,0.61,0.7,0.29,0.96,18524.82,0.35,0.68,0.27,0.9,6705.29,0.734234901962339
st12021,29302.65,180.34,344.85,0.78,0.36,0.07,0.98,21118.9,0.62,0.42,0.09,0.96,8183.75,0.72071638571938
st12022,29719.63,172.68,13.96,0.78,0.37,0.07,0.98,22188.35,0.52,0.37,0.07,0.94,7531.28,0.746589038961791
st12023,17191.79,132.75,117.24,0.74,0.42,0.09,0.96,8833.95,0.21,0.39,0.08,0.78,8357.84,0.513847016511951
st12024,18329.92,140.01,137.86,0.78,0.25,0.03,0.98,13121.97,0.45,0.43,0.1,0.91,5207.94,0.715877101482167
st12025,23994.3,152.81,117.24,0.79,0.52,0.14,0.98,14402.13,0.49,0.46,0.11,0.92,9592.17,0.600231304934922
st12026,55409.01,162.09,539.43,0.17,0.97,0.76,0.67,25532.57,0.09,0.98,0.81,0.4,29876.43,0.460801772130561
st12027,9473.46,99.23,165.53,0.8,0.55,0.16,0.97,4979.16,0.49,0.51,0.14,0.89,4494.3,0.525590438973722
st12028,16193.98,119.91,296.8,0.74,0.57,0.18,0.96,11238.81,0.38,0.61,0.21,0.91,4955.17,0.694011601842166
st12029,11748.92,108.75,221.15,0.77,0.55,0.16,0.97,6464.33,0.58,0.7,0.29,0.93,5284.59,0.55020631683593
st12030,13238.53,101.77,248.29,0.61,0.8,0.4,0.95,8715.58,0.55,0.74,0.32,0.92,4522.95,0.658349529743861
st12031,32865.32,184.63,7.42,0.83,0.46,0.11,0.99,25381,0.52,0.58,0.19,0.94,7484.32,0.772273022140055
st12032,16359.77,135.57,7.42,0.86,0.34,0.06,0.99,11302.38,0.67,0.49,0.13,0.96,5057.39,0.690864235866397
st12033,27476,174.14,131.5,0.84,0.26,0.03,0.98,20054.57,0.5,0.45,0.11,0.95,7421.43,0.729894089387101
st12034,14468.99,101.08,255.19,0.59,0.78,0.37,0.95,7283.28,0.36,0.91,0.59,0.78,7185.71,0.503371693532168
st12035,25289.46,147.79,17.67,0.68,0.69,0.27,0.96,18551.43,0.31,0.65,0.24,0.91,6738.03,0.733563705986605
st12036,28763.89,177.89,343.28,0.77,0.42,0.09,0.99,20700.9,0.64,0.41,0.09,0.95,8062.99,0.71968360329566
st12037,29421.36,165.23,17.67,0.77,0.36,0.07,0.98,21328.01,0.55,0.37,0.07,0.94,8093.35,0.724915843455231
st12038,19647.03,139.89,110.85,0.65,0.53,0.15,0.94,11530.25,0.37,0.14,0.01,0.87,8116.78,0.586869872952808
st12039,20349.42,149.27,128.95,0.8,0.26,0.03,0.98,14442.61,0.55,0.52,0.15,0.93,5906.81,0.70973079331008
st12040,25335.97,158.34,110.85,0.82,0.5,0.14,0.98,16535.22,0.58,0.42,0.09,0.94,8800.74,0.652638126742335
st12041,24117.22,166.86,15.74,0.83,0.27,0.04,0.99,11278.61,0.21,0.51,0.14,0.83,12838.61,0.467657963894678
st12042,23632.7,98.66,15.74,0.14,0.93,0.64,0.75,10396.22,0.14,0.97,0.74,0.59,13236.48,0.439908262703796
st12043,10342.77,102.59,157.81,0.81,0.55,0.16,0.98,5717.37,0.45,0.5,0.14,0.9,4625.41,0.552789049741994
st12044,13207.14,101.96,298.12,0.71,0.66,0.25,0.96,8552.06,0.44,0.6,0.2,0.89,4655.08,0.647533076805425
st12045,14226.33,122.58,215,0.77,0.47,0.12,0.97,8077.77,0.66,0.56,0.17,0.94,6148.56,0.567804205301016
st12046,11982.71,98.66,249.42,0.56,0.77,0.36,0.95,7434.85,0.47,0.71,0.29,0.89,4547.85,0.620464819727758
st12047,32290.96,184.12,8.09,0.79,0.45,0.11,0.99,25376.68,0.58,0.55,0.16,0.93,6914.29,0.785875675421232
st12048,17143.01,138.81,8.09,0.86,0.38,0.07,0.99,11668.53,0.52,0.47,0.12,0.92,5474.48,0.680658180797888
st12049,27380.37,173.32,125.75,0.83,0.22,0.03,0.99,20747.29,0.61,0.48,0.12,0.96,6633.08,0.757743229912525
st12050,16126.55,110.53,253.73,0.63,0.74,0.33,0.95,9846.09,0.43,0.85,0.47,0.87,6280.46,0.610551543882604
st12051,23962.8,133.68,16.66,0.64,0.71,0.3,0.96,17288.78,0.43,0.71,0.3,0.93,6674.02,0.721484133740631
st12052,27827.94,174.1,344.15,0.85,0.43,0.1,0.99,20168.28,0.55,0.38,0.07,0.95,7659.66,0.724749298726388
st12053,29485.61,168.65,16.66,0.76,0.31,0.05,0.97,21061.93,0.54,0.35,0.06,0.93,8423.68,0.714312167867648
st12054,21505.29,147.85,105.89,0.72,0.55,0.17,0.96,13743.74,0.35,0.38,0.08,0.86,7761.54,0.639086475932201
st12055,21669.94,155.84,114.78,0.8,0.33,0.05,0.98,14987.96,0.52,0.52,0.15,0.93,6681.98,0.691647508022634
st12056,25462.07,172.7,16.14,0.85,0.26,0.03,0.99,12838.49,0.2,0.49,0.13,0.83,12623.58,0.50422019890763
st12057,26620.56,167.13,105.89,0.83,0.49,0.13,0.99,17381,0.63,0.38,0.07,0.94,9239.55,0.652916392442533
st12058,9422.85,82.35,14.31,0.3,0.77,0.36,0.91,2747.93,0.27,0.92,0.62,0.77,6674.92,0.291624084008554
st12059,11671.71,110.78,150.58,0.8,0.53,0.15,0.98,6434.77,0.47,0.47,0.12,0.88,5236.94,0.551313389383389
st12060,7554.14,76.8,14.31,0.41,0.44,0.1,0.9,4562.07,0.53,0.5,0.14,0.87,2992.07,0.603916527890667
st12061,8361.25,63.36,305.78,0.4,0.82,0.43,0.86,3422.92,0.21,0.88,0.53,0.74,4938.34,0.409378980415608
st12062,16294.5,135.01,210.85,0.8,0.36,0.07,0.98,9071.83,0.46,0.52,0.14,0.9,7222.67,0.55674184540796
st12063,8180.34,84.44,251.82,0.52,0.62,0.22,0.93,5071.04,0.49,0.39,0.08,0.89,3109.3,0.61990577408763
st12064,32253.55,184.28,10.12,0.81,0.44,0.1,0.99,25061.7,0.55,0.53,0.15,0.94,7191.85,0.777021444151109
st12065,17864.39,143.62,10.12,0.85,0.34,0.06,0.99,12067.42,0.52,0.48,0.12,0.92,5796.97,0.675501374522164
st12066,27667.49,175.09,120.72,0.84,0.24,0.03,0.99,20348.74,0.64,0.46,0.11,0.95,7318.75,0.735474739486668
st12067,18669.91,132.11,255.07,0.73,0.65,0.24,0.98,12796.19,0.51,0.75,0.34,0.92,5873.72,0.685391091869216
st12068,7452.48,77.28,109.87,0.38,0.68,0.27,0.91,1358.16,0.19,0.99,0.84,0.83,6094.32,0.182242689681824
st12069,21093.43,144.9,109.87,0.7,0.59,0.19,0.98,12569.45,0.5,0.58,0.18,0.93,8523.97,0.595894076970886
st12070,21474.47,145.67,147.4,0.75,0.42,0.09,0.97,17445.14,0.6,0.45,0.11,0.95,4029.33,0.812366498451417
st12071,30059.85,167.5,233.35,0.52,0.55,0.17,0.95,20260.61,0.41,0.37,0.07,0.93,9799.24,0.674009018674411
st12072,8374.78,86.8,69,0.44,0.64,0.23,0.92,1008.73,0.11,0.96,0.71,0.38,7366.06,0.120448537155603
st12073,33844.36,171.43,5.28,0.63,0.6,0.2,0.97,23495.9,0.4,0.63,0.22,0.93,10348.46,0.694233839848057
st12074,1996.64,26.98,288.09,0.29,0.96,0.73,0.92,817.69,0.33,0.98,0.79,0.93,1178.95,0.409533015465983
st12075,31610.86,156.43,65.57,0.41,0.52,0.15,0.93,18908.71,0.49,0.58,0.18,0.94,12702.15,0.598171324665004
st12076,15171.49,115.08,63.78,0.63,0.49,0.13,0.94,352.73,0.54,0.8,0.4,0.93,14818.76,0.023249529215654
st12077,35740.71,186.14,125.42,0.71,0.59,0.19,0.98,26571.66,0.42,0.59,0.19,0.93,9169.05,0.743456411470281
st12078,20516.12,121.88,74.81,0.56,0.73,0.32,0.95,14429.87,0.43,0.78,0.38,0.91,6086.25,0.703343029773661
st12079,26172.08,143.37,74.81,0.43,0.67,0.26,0.91,13206.57,0.44,0.72,0.31,0.91,12965.51,0.504605289300659
st12080,6236.46,79.76,111.13,0.65,0.51,0.14,0.95,2186.65,0.35,0.64,0.23,0.84,4049.8,0.350623590947429
st12081,1859.96,38.44,112.81,0.31,0.58,0.19,0.89,578.67,0.17,0.73,0.32,0.79,1281.29,0.311119593969763
st12082,5955.14,59.61,102.95,0.43,0.79,0.39,0.85,739.35,0.3,0.94,0.66,0.84,5215.79,0.124153252484408
st12083,20346.23,143.34,102.95,0.78,0.57,0.18,0.98,10988.99,0.4,0.5,0.13,0.9,9357.24,0.540099566357011
st12084,20255.15,140.47,152.01,0.72,0.45,0.1,0.96,16222.07,0.5,0.47,0.12,0.94,4033.09,0.800886194375258
st12085,30797.15,168.9,237.73,0.62,0.56,0.17,0.96,22068.72,0.44,0.45,0.1,0.94,8728.42,0.716583190327676
st12086,40644.94,162.72,22.46,0.37,0.69,0.28,0.88,20509.64,0.38,0.65,0.24,0.91,20135.3,0.50460500126215
st12087,32644.03,168.05,65.21,0.37,0.52,0.15,0.94,19205.15,0.52,0.54,0.16,0.94,13438.89,0.588320437151908
st12088,34982.04,182.37,119.1,0.67,0.63,0.23,0.98,25360.64,0.35,0.64,0.23,0.92,9621.39,0.724961723215684
st12089,21393.17,125.25,70.1,0.62,0.75,0.34,0.94,14748.15,0.4,0.79,0.39,0.9,6645.02,0.689385911484834
st12090,21387.26,122.64,70.1,0.4,0.63,0.22,0.88,7850.69,0.25,0.68,0.27,0.76,13536.56,0.367073201522776
st12091,8712.85,91.09,111.94,0.64,0.62,0.21,0.96,3261.9,0.47,0.52,0.15,0.88,5450.94,0.374378073764612
st12092,19666.36,138.06,117.09,0.57,0.47,0.12,0.95,11653.97,0.4,0.5,0.13,0.91,8012.39,0.592583986055376
st12093,20151.68,135.56,151.94,0.62,0.56,0.17,0.95,15148.41,0.42,0.54,0.16,0.93,5003.27,0.751719459618255
st12094,33012.8,177.19,64.02,0.63,0.59,0.19,0.97,23909.58,0.61,0.5,0.13,0.95,9103.21,0.724251805360345
st12095,6503.56,71.78,64.02,0.52,0.69,0.28,0.95,2437.73,0.41,0.58,0.18,0.87,4065.84,0.374830093056726
st12096,39435.97,170.39,28.53,0.26,0.74,0.33,0.85,20007.49,0.44,0.56,0.17,0.9,19428.48,0.507341140588148
st12097,33767.5,178.72,67.26,0.5,0.46,0.11,0.96,19836.7,0.56,0.5,0.13,0.94,13930.8,0.587449470644851
st12098,8044.11,79.32,137.87,0.23,0.67,0.26,0.79,5049.09,0.22,0.84,0.46,0.83,2995.02,0.627675404737131
st12099,36000.77,184.43,113.41,0.69,0.63,0.22,0.98,26464.21,0.57,0.59,0.2,0.94,9536.57,0.735101221446097
st12100,24941.28,130.19,54.29,0.5,0.69,0.28,0.93,18030.52,0.36,0.69,0.28,0.89,6910.76,0.722918791657846
st12101,18399.85,115.96,54.29,0.39,0.59,0.19,0.86,6602.38,0.41,0.71,0.3,0.89,11797.47,0.358827925227651
st12102,11988.62,102.78,97.12,0.57,0.65,0.24,0.95,5651.19,0.41,0.67,0.25,0.88,6337.43,0.471379524916129
st12103,19147.73,135.52,116.78,0.6,0.49,0.13,0.95,11231.76,0.54,0.38,0.08,0.91,7915.96,0.586584414967205
st12104,18021.99,129.88,155.59,0.66,0.53,0.15,0.95,13156.43,0.44,0.48,0.12,0.92,4865.56,0.730020935534866
st12105,33697.56,181.73,55.49,0.71,0.6,0.2,0.98,24720.57,0.57,0.54,0.16,0.95,8977,0.733601186554754
st12106,8078.57,80.44,55.49,0.49,0.64,0.23,0.94,3900.27,0.4,0.67,0.26,0.9,4178.3,0.4827921278147
st12107,27011.72,158.74,3.02,0.68,0.59,0.2,0.97,17317.67,0.5,0.57,0.18,0.91,9694.05,0.641116892963499
st12108,34104.76,181.73,53.75,0.31,0.37,0.07,0.93,19662.83,0.48,0.49,0.13,0.93,14441.93,0.57654210145446
st12109,35874.55,181.83,104.82,0.69,0.63,0.22,0.97,26102.38,0.43,0.64,0.23,0.93,9772.17,0.727601600577568
st12110,25987.99,126.19,62.16,0.47,0.75,0.34,0.93,17864.96,0.35,0.76,0.35,0.9,8123.03,0.687431386575106
st12111,15338.65,103.82,62.16,0.43,0.36,0.07,0.89,4352.5,0.41,0.39,0.08,0.85,10986.15,0.283760304850818
st12112,13551.35,104.13,94.08,0.68,0.73,0.31,0.97,7709.35,0.39,0.78,0.37,0.88,5841.99,0.568899039579082
st12113,5820.73,72.09,73.3,0.44,0.54,0.16,0.9,471.22,0.39,0.68,0.27,0.87,5349.51,0.080955481528949
st12114,4538.87,52.16,73.3,0.33,0.89,0.54,0.94,2238.05,0.28,0.91,0.59,0.78,2300.82,0.493085283341448
st12115,19745.96,141.7,122.3,0.67,0.55,0.16,0.98,11099.86,0.47,0.48,0.12,0.9,8646.1,0.562133216111042
st12116,17171.32,125.53,164.26,0.53,0.62,0.21,0.93,11825.1,0.37,0.61,0.21,0.9,5346.22,0.688654104634938
st12117,35428.35,189.24,40.4,0.75,0.6,0.2,0.97,25735.21,0.6,0.54,0.16,0.94,9693.15,0.726401596461591
st12118,10268.29,93.55,40.4,0.55,0.6,0.2,0.94,5148.82,0.38,0.65,0.24,0.89,5119.48,0.50142915714301
st12119,25784.33,152.54,7.54,0.65,0.58,0.18,0.96,15745.5,0.38,0.62,0.21,0.89,10038.83,0.610661591749718
st12120,34641.7,189.76,67.94,0.38,0.27,0.04,0.94,19546.05,0.43,0.45,0.11,0.93,15095.65,0.564234722891775
st12121,37610.91,186.86,100.47,0.56,0.58,0.18,0.96,26421.45,0.45,0.61,0.21,0.94,11189.46,0.702494302849891
st12122,28218.87,142.83,56.99,0.55,0.73,0.32,0.94,20093.8,0.43,0.72,0.31,0.91,8125.08,0.712069618662973
st12123,11409.72,83.63,56.99,0.18,0.52,0.14,0.72,3050.74,0.49,0.79,0.38,0.93,8358.98,0.267380794620727
st12124,16056.62,112.21,100.47,0.61,0.74,0.32,0.94,10132.3,0.48,0.74,0.33,0.92,5924.32,0.631035672513891
st12125,1943.88,29.28,78.03,0.34,0.87,0.51,0.87,1181.68,0.44,0.8,0.39,0.94,762.2,0.607897606848159
st12126,32987.21,167.26,51.98,0.38,0.66,0.25,0.95,19624.74,0.21,0.65,0.24,0.83,13362.47,0.594919667349861
st12127,8161.46,30.35,61.81,0.04,0.34,0.06,0.5,1454.47,0.2,0.88,0.52,0.87,6706.99,0.178211986580832
st12128,2448.08,39.72,40.15,0.29,0.91,0.58,0.83,2447.17,0.29,0.91,0.58,0.83,0.91,0.999628280121565
st12129,20661.44,138.96,61.81,0.71,0.49,0.13,0.97,15009.23,0.29,0.67,0.26,0.89,5652.21,0.726436782721824
st12130,4472.58,49.79,40.15,0.22,0.75,0.34,0.79,4216.27,0.21,0.71,0.29,0.78,256.3,0.942693031762428
st12131,1726.01,24.07,174.62,0.18,0.94,0.66,0.79,1726.01,0.18,0.94,0.66,0.79,0,1
st12132,6238.96,67.02,166.4,0.53,0.77,0.36,0.92,3570.51,0.35,0.81,0.41,0.89,2668.45,0.572292497467527
st12133,12935.49,100.06,166.4,0.48,0.77,0.36,0.95,9779.91,0.42,0.56,0.17,0.92,3155.58,0.756052534538699
st12134,1887.6,26.23,403.83,0.29,0.95,0.68,0.84,716.38,0.28,0.92,0.6,0.86,1171.22,0.379518965882602
st12135,2480.48,43.16,403.83,0.28,0.77,0.37,0.79,1359.75,0.22,0.91,0.58,0.58,1120.73,0.548180190930788
st12136,41280.35,193.32,10.46,0.57,0.61,0.21,0.96,25111.73,0.2,0.57,0.18,0.87,16168.62,0.608321634869859
st12137,25785.81,162.67,393.13,0.67,0.48,0.12,0.96,18798.29,0.34,0.5,0.13,0.9,6987.52,0.729016850740776
st12138,9725.33,90.24,182.45,0.51,0.59,0.19,0.92,6293.43,0.35,0.63,0.22,0.85,3431.9,0.64711737288092
st12139,21608.08,145.26,182.45,0.77,0.48,0.12,0.97,15691.72,0.4,0.51,0.14,0.91,5916.36,0.726196867097863
st12140,16460.74,119.39,52.95,0.56,0.53,0.15,0.96,5302.44,0.35,0.77,0.37,0.84,11158.31,0.322126465760348
st12141,9144.38,91,2.9,0.45,0.2,0.02,0.92,8707.27,0.39,0.39,0.08,0.92,437.1,0.952199055594803
st12142,3961.9,39.83,2.9,0.11,0.83,0.44,0.74,3495.01,0.08,0.8,0.4,0.67,466.9,0.882155026628638
st12143,7914.94,86.7,336.32,0.52,0.54,0.16,0.93,1213.63,0.68,0.61,0.21,0.91,6701.31,0.153334074547628
st12144,11138.29,87.44,396.37,0.29,0.78,0.37,0.82,10454.32,0.3,0.8,0.4,0.81,683.97,0.938592907888015
st12145,3478.63,48.47,3.84,0.33,0.8,0.39,0.85,3456.69,0.33,0.8,0.4,0.85,21.95,0.993692919338935
st12146,25761.59,73.62,3.84,0.08,0.96,0.73,0.66,24463.47,0.09,0.96,0.74,0.67,1298.12,0.94961025309385
st12147,3970.66,55.44,20.95,0.29,0.6,0.2,0.84,1794.92,0.27,0.69,0.27,0.85,2175.74,0.452045755617454
st12148,2110.01,27.75,78.83,0.18,0.86,0.49,0.81,1750.69,0.18,0.82,0.43,0.78,359.33,0.829706968213421
st12149,1843.93,27.98,99.33,0.3,0.94,0.66,0.82,1335.19,0.3,0.95,0.69,0.77,508.74,0.724100155645822
st12150,2726.67,34.12,271.12,0.18,0.82,0.43,0.78,1701.79,0.35,0.86,0.49,0.79,1024.87,0.624127598866016
st12151,39404.36,186.52,198.74,0.46,0.65,0.24,0.96,22859.01,0.33,0.57,0.18,0.92,16545.34,0.580113723455983
st12152,27023.89,157.23,271.12,0.44,0.48,0.12,0.92,20180.44,0.45,0.55,0.16,0.93,6843.44,0.746762956776393
st12153,9944.45,85.72,177.04,0.48,0.68,0.27,0.9,6738.38,0.37,0.6,0.2,0.86,3206.07,0.677602079551911
st12154,22157.87,149.19,177.04,0.7,0.41,0.09,0.96,16487.01,0.39,0.46,0.11,0.92,5670.86,0.744070165589021
st12155,1980.27,24.37,309.18,0.19,0.98,0.78,0.88,774.71,0.18,0.99,0.84,0.7,1205.56,0.391214329359128
st12156,3038.57,31.12,358.56,0.14,0.94,0.66,0.7,895.24,0.12,0.97,0.77,0.7,2143.33,0.294625432357984
st12157,16943.79,120.19,38.78,0.57,0.49,0.13,0.94,5602.52,0.35,0.81,0.41,0.89,11341.27,0.33065329539613
st12158,15319.2,87.17,38.78,0.13,0.88,0.52,0.82,14559.84,0.15,0.89,0.54,0.8,759.36,0.950430831897227
st12159,2115.47,35.13,289.97,0.4,0.88,0.53,0.93,1049.78,0.34,0.91,0.59,0.88,1065.7,0.496239606328617
st12160,8105.63,73.37,373.82,0.3,0.58,0.18,0.78,1880.66,0.43,0.79,0.38,0.81,6224.97,0.232018979400738
st12161,13680.86,81.62,390.48,0.17,0.88,0.52,0.85,12732.86,0.22,0.85,0.48,0.9,948.01,0.930706110580768
st12162,34585.87,91.64,91.99,0.1,0.97,0.77,0.66,32216.26,0.09,0.98,0.78,0.69,2369.61,0.931486182073777
st12163,4442.56,51.88,91.99,0.25,0.85,0.47,0.85,4036.16,0.28,0.87,0.51,0.83,406.4,0.908521212994309
st12164,4134.97,46.71,394.4,0.15,0.77,0.36,0.69,2400.66,0.14,0.66,0.25,0.7,1734.31,0.580574949757797
st12165,7077.23,62.53,47.25,0.14,0.72,0.31,0.62,5346.79,0.14,0.71,0.29,0.59,1730.45,0.755491908557444
st12166,1758.08,35.74,47.25,0.15,0.8,0.4,0.7,1268.21,0.1,0.87,0.5,0.52,489.87,0.721360802693848
st12167,3065.52,37.54,1354.95,0.19,0.93,0.64,0.89,1938.42,0.3,0.96,0.72,0.84,1127.1,0.632329914663744
st12168,38132.39,199.88,68.19,0.56,0.38,0.07,0.96,30870.95,0.53,0.36,0.07,0.95,7261.44,0.809572911637587
st12169,2631.83,26.98,117.88,0.12,0.98,0.81,0.77,1611.62,0.17,0.99,0.88,0.67,1020.21,0.612357181124921
st12170,5606.27,67.88,204.18,0.57,0.61,0.21,0.94,1983.34,0.32,0.36,0.07,0.8,3622.93,0.3537717591197
st12171,24270.61,127.12,219.98,0.53,0.67,0.26,0.92,14646.04,0.13,0.74,0.32,0.74,9624.58,0.603447544169677
st12172,55961.98,188.11,308.88,0.35,0.88,0.53,0.88,31878.65,0.18,0.91,0.58,0.71,24083.33,0.569648357688559
st12173,41357.45,202.39,299.83,0.73,0.54,0.16,0.97,35008.08,0.54,0.48,0.12,0.95,6349.37,0.846475786103834
st12174,32866.11,176.94,233.73,0.55,0.58,0.18,0.96,25652.99,0.42,0.6,0.2,0.91,7213.12,0.780530157052356
st12175,20870.67,143.84,182.6,0.42,0.38,0.08,0.94,13944.9,0.27,0.57,0.18,0.88,6925.77,0.668157754398877
st12176,35868.87,177.23,5.01,0.62,0.7,0.28,0.96,25863.59,0.37,0.68,0.27,0.91,10005.28,0.721059514838354
st12177,27109.85,172.66,182.6,0.73,0.38,0.08,0.98,21190.08,0.57,0.35,0.06,0.96,5919.77,0.781637670440818
st12178,11568.57,106.14,5.01,0.46,0.29,0.04,0.95,5778.09,0.51,0.75,0.34,0.91,5790.48,0.499464497340639
st12179,5316.99,58.56,205.81,0.49,0.88,0.52,0.93,4019.21,0.48,0.87,0.51,0.92,1297.78,0.755918292116404
st12180,21820.15,106.84,454.63,0.33,0.86,0.5,0.79,12992.91,0.19,0.93,0.63,0.73,8827.24,0.595454660027543
st12181,9521.78,94.42,13.76,0.68,0.58,0.19,0.97,3678.76,0.32,0.72,0.31,0.79,5843.02,0.386352131639252
st12182,25527.34,159.57,13.76,0.71,0.53,0.15,0.97,18298.31,0.37,0.45,0.11,0.92,7229.04,0.716812249141509
st12183,28336.22,141,11.65,0.66,0.65,0.24,0.93,22490.36,0.42,0.71,0.3,0.89,5845.86,0.793696548092865
st12184,26535.5,160.77,112.77,0.77,0.59,0.19,0.97,21692.34,0.42,0.63,0.22,0.92,4843.16,0.817483748186392
st12185,19524.56,134.6,11.65,0.55,0.54,0.16,0.92,14967.16,0.5,0.52,0.15,0.92,4557.41,0.766581167514146
st12186,28349.3,169.36,192.3,0.51,0.54,0.16,0.95,22547.33,0.43,0.59,0.19,0.93,5801.97,0.79533992020967
st12187,37344.26,202.64,480.66,0.69,0.35,0.06,0.98,29467.3,0.32,0.31,0.05,0.92,7876.96,0.789071734183513
st12188,7381.3,77.54,202.31,0.56,0.28,0.04,0.95,3345.82,0.25,0.32,0.05,0.78,4035.47,0.453283296980207
st12189,25861.54,93.64,202.31,0.33,0.65,0.24,0.89,16562.86,0.14,0.71,0.3,0.75,9298.68,0.640443685874855
st12190,35001.71,194.57,7.15,0.69,0.28,0.04,0.97,25826.29,0.53,0.58,0.19,0.94,9175.42,0.737857950368711
